index,network,network_names,connection,censor,Beta
69400,10-12,Subcortical-Dorsal attention,232-263,TRUE,-0.0010911505477623495
22755,3-5,Cingulo-opercular Task Control-Default mode,51-87,TRUE,-9.90807818217363e-4
28039,3-5,Cingulo-opercular Task Control-Default mode,55-107,TRUE,0.005306107334619915
34374,3-5,Cingulo-opercular Task Control-Default mode,54-131,TRUE,0.004299637942814414
36484,3-5,Cingulo-opercular Task Control-Default mode,52-139,TRUE,-0.014143685335519705
62647,5-11,Default mode-Ventral attention,79-238,TRUE,-0.043214176968337334
62926,5-11,Default mode-Ventral attention,94-239,TRUE,9.946553928283189e-5
63205,5-11,Default mode-Ventral attention,109-240,TRUE,0.00711960760121181
63235,5-11,Default mode-Ventral attention,139-240,TRUE,-0.019708764371584343
66352,5-12,Default mode-Dorsal attention,88-252,TRUE,0.05300964593579237
67677,5-12,Default mode-Dorsal attention,93-257,TRUE,-2.1237230764998842e-4
28851,5-5,Default mode-Default mode,75-110,TRUE,-0.00750154574866818
28883,5-5,Default mode-Default mode,107-110,TRUE,0.028333771638131843
33895,5-5,Default mode-Default mode,103-129,TRUE,-0.004605397314159031
34438,5-5,Default mode-Default mode,118-131,TRUE,-3.130665506944422e-4
48948,5-8,Default mode-Fronto-parietal Task Control,108-186,TRUE,-0.008845368805207025
48966,5-8,Default mode-Fronto-parietal Task Control,126-186,TRUE,0.0038118351454121267
49221,5-8,Default mode-Fronto-parietal Task Control,117-187,TRUE,-0.009224975514793506
49970,5-8,Default mode-Fronto-parietal Task Control,74-190,TRUE,-0.026291132271469984
51858,5-8,Default mode-Fronto-parietal Task Control,114-197,TRUE,-8.837800572297876e-7
47391,6-8,Memory retrieval?-Fronto-parietal Task Control,135-180,TRUE,0.007241170062984572
61170,8-10,Fronto-parietal Task Control-Subcortical,186-232,TRUE,0.004469571994319796
63025,8-11,Fronto-parietal Task Control-Ventral attention,193-239,TRUE,-3.6040990531487955e-4
68828,8-12,Fronto-parietal Task Control-Dorsal attention,188-261,TRUE,-0.0026226882228935996
69612,8-12,Fronto-parietal Task Control-Dorsal attention,180-264,TRUE,-0.0011009356074703892
69622,8-12,Fronto-parietal Task Control-Dorsal attention,190-264,TRUE,-0.023874542501920212
50348,8-8,Fronto-parietal Task Control-Fronto-parietal Task Control,188-191,TRUE,0.012156978981359007
50874,8-8,Fronto-parietal Task Control-Fronto-parietal Task Control,186-193,TRUE,-0.04151375696431349
51133,8-8,Fronto-parietal Task Control-Fronto-parietal Task Control,181-194,TRUE,0.015216760824475168
